,State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,New Column,Churn Binary
909,NC,127,415,No,Yes,25,82.2,95.0,13.97,163.3,109.0,13.88,264.9,104.0,11.92,5.1,6,1.38,0.0,False,100,0
910,NJ,42,415,No,Yes,32,163.8,80.0,27.85,177.8,123.0,15.11,190.4,106.0,8.57,8.1,5,2.19,0.0,False,100,0
911,AR,118,415,No,No,0,267.8,145.0,45.53,316.4,121.0,26.89,208.6,91.0,9.39,14.4,11,3.89,5.0,True,100,1
912,IA,45,510,No,No,0,159.8,91.0,27.17,120.4,86.0,10.23,163.0,93.0,7.34,10.6,3,2.86,2.0,False,100,0
913,GA,50,408,No,Yes,24,214.3,129.0,36.43,289.8,55.0,24.63,312.5,130.0,14.06,10.6,4,2.86,1.0,False,100,0
914,MO,179,510,No,No,0,287.3,123.0,48.84,288.0,114.0,24.48,266.0,112.0,11.97,10.5,4,2.84,0.0,True,100,1
915,MO,152,408,No,No,0,101.2,122.0,17.2,141.6,87.0,12.04,198.5,124.0,8.93,7.5,3,2.03,2.0,False,100,0
916,WY,105,415,No,No,0,102.8,74.0,17.48,281.7,125.0,23.94,228.1,113.0,10.26,13.2,5,3.56,2.0,False,100,0
917,HI,72,415,No,No,0,109.1,97.0,18.55,115.7,96.0,9.83,295.8,84.0,13.31,8.3,6,2.24,0.0,False,100,0
918,PA,52,408,No,No,0,215.9,67.0,36.7,217.0,108.0,18.45,342.8,130.0,15.43,5.2,2,1.4,1.0,False,100,0
919,TX,125,415,No,No,0,203.4,110.0,34.58,128.7,97.0,10.94,190.5,113.0,8.57,11.0,4,2.97,1.0,False,100,0
920,VA,143,510,No,No,0,110.1,113.0,18.72,169.0,59.0,14.37,166.7,94.0,7.5,9.2,2,2.48,1.0,False,100,0
921,RI,65,415,No,No,0,111.0,51.0,18.87,219.8,84.0,18.68,202.0,89.0,9.09,4.4,14,1.19,1.0,False,100,0
922,WI,80,415,No,No,0,239.9,121.0,40.78,142.3,51.0,12.1,364.3,106.0,16.39,9.3,5,2.51,1.0,False,100,0
923,MS,1,415,No,No,0,144.8,107.0,24.62,112.5,66.0,9.56,218.7,79.0,9.84,13.8,3,3.73,1.0,False,100,0
924,KY,60,408,No,No,0,135.4,134.0,23.02,205.9,85.0,17.5,204.0,103.0,9.18,7.9,4,2.13,1.0,False,100,0
925,NC,43,415,No,No,0,84.2,134.0,14.31,80.8,103.0,6.87,196.1,79.0,8.82,10.8,2,2.92,1.0,False,100,0
926,NV,143,415,No,No,0,209.1,127.0,35.55,106.1,80.0,9.02,179.6,90.0,8.08,14.0,6,3.78,0.0,False,100,0
927,UT,81,415,No,Yes,24,130.1,117.0,22.12,196.0,61.0,16.66,139.3,123.0,6.27,11.4,5,3.08,0.0,False,100,0
928,ME,205,510,No,Yes,24,175.8,139.0,29.89,155.0,98.0,13.18,180.7,64.0,8.13,7.8,5,2.11,2.0,False,100,0
929,HI,24,415,No,No,0,241.9,104.0,41.12,145.2,112.0,12.34,214.5,105.0,9.65,6.6,5,1.78,1.0,False,100,0
930,OH,74,415,No,No,0,136.7,106.0,23.24,228.6,105.0,19.43,265.3,114.0,11.94,9.8,4,2.65,0.0,False,100,0
931,WV,77,510,No,No,0,67.7,68.0,11.51,195.7,86.0,16.63,236.5,137.0,10.64,12.0,2,3.24,1.0,False,100,0
932,OK,74,415,No,No,0,200.4,87.0,34.07,309.2,105.0,26.28,152.1,118.0,6.84,10.0,2,2.7,1.0,False,100,0
933,KY,74,510,Yes,No,0,125.8,103.0,21.39,207.7,96.0,17.65,207.4,143.0,9.33,14.1,4,3.81,1.0,True,100,1
934,AL,200,408,No,No,0,128.2,87.0,21.79,133.2,105.0,11.32,177.6,123.0,7.99,11.2,2,3.02,1.0,False,100,0
935,MD,86,408,No,No,0,226.3,88.0,38.47,223.0,107.0,18.96,255.6,92.0,11.5,13.0,3,3.51,4.0,False,100,0
936,NE,91,510,No,Yes,37,162.3,107.0,27.59,233.9,115.0,19.88,277.4,94.0,12.48,9.2,4,2.48,0.0,False,100,0
937,DC,76,415,No,No,0,224.4,121.0,38.15,147.9,97.0,12.57,183.8,74.0,8.27,6.7,2,1.81,2.0,False,100,0
938,TX,130,415,No,No,0,120.5,127.0,20.49,189.7,52.0,16.12,270.1,107.0,12.15,14.3,2,3.86,1.0,False,100,0
939,OH,56,408,No,No,0,91.1,90.0,15.49,179.3,115.0,15.24,300.7,89.0,13.53,11.9,8,3.21,2.0,False,100,0
940,DE,117,415,No,No,0,168.8,137.0,28.7,241.4,107.0,20.52,204.8,106.0,9.22,15.5,4,4.19,0.0,False,100,0
941,IA,63,510,No,No,0,153.5,81.0,26.1,287.3,115.0,24.42,230.2,85.0,10.36,6.5,5,1.76,2.0,False,100,0
942,VT,126,415,No,No,0,226.2,88.0,38.45,140.3,114.0,11.93,208.9,110.0,9.4,6.4,2,1.73,0.0,False,100,0
943,OR,132,510,No,No,0,191.9,107.0,32.62,206.9,127.0,17.59,272.0,88.0,12.24,12.6,2,3.4,1.0,False,100,0
944,NV,81,415,No,Yes,28,167.9,147.0,28.54,190.7,105.0,16.21,193.0,103.0,8.69,9.2,6,2.48,4.0,True,100,1
945,NC,122,415,No,No,0,180.0,88.0,30.6,145.0,77.0,12.33,233.7,120.0,10.52,11.5,6,3.11,2.0,False,100,0
946,NJ,46,408,No,No,0,257.4,67.0,43.76,261.1,91.0,22.19,204.4,107.0,9.2,13.4,5,3.62,2.0,True,100,1
947,MN,150,415,No,Yes,28,174.4,75.0,29.65,169.9,80.0,14.44,201.6,130.0,9.07,11.0,4,2.97,1.0,False,100,0
948,ID,99,408,No,No,0,159.7,83.0,27.15,155.4,121.0,13.21,255.7,114.0,11.51,8.4,3,2.27,1.0,False,100,0
949,AL,87,408,No,No,0,237.2,124.0,40.32,222.6,87.0,18.92,173.3,81.0,7.8,11.0,3,2.97,1.0,False,100,0
950,AK,108,415,No,No,0,103.0,129.0,17.51,242.3,103.0,20.6,170.2,89.0,7.66,7.9,3,2.13,1.0,False,100,0
951,VT,101,415,No,No,0,153.8,89.0,26.15,234.0,89.0,19.89,196.3,77.0,8.83,11.6,2,3.13,4.0,False,100,0
952,PA,53,415,No,No,0,205.1,86.0,34.87,160.5,95.0,13.64,149.5,142.0,6.73,10.7,2,2.89,3.0,False,100,0
953,AK,132,415,No,Yes,39,175.7,93.0,29.87,187.2,94.0,15.91,225.5,118.0,10.15,8.6,3,2.32,2.0,False,100,0
954,CA,158,510,No,No,0,155.9,123.0,26.5,224.2,112.0,19.06,221.0,116.0,9.95,8.6,8,2.32,2.0,False,100,0
955,MS,114,415,No,Yes,34,154.4,109.0,26.25,221.4,142.0,18.82,208.5,103.0,9.38,10.3,5,2.78,0.0,False,100,0
956,AR,77,415,No,Yes,23,209.7,73.0,35.65,183.6,63.0,15.61,205.5,111.0,9.25,7.1,3,1.92,2.0,False,100,0
957,NV,144,415,Yes,No,0,150.0,69.0,25.5,285.9,73.0,24.3,190.6,121.0,8.58,9.4,15,2.54,0.0,False,100,0
958,AL,91,510,No,Yes,23,232.4,97.0,39.51,186.0,88.0,15.81,190.5,128.0,8.57,12.3,3,3.32,3.0,False,100,0
959,GA,58,408,No,No,0,165.4,100.0,28.12,115.7,87.0,9.83,193.8,118.0,8.72,12.8,5,3.46,2.0,False,100,0
960,AR,5,415,No,No,0,199.2,106.0,33.86,187.3,12.0,15.92,214.0,85.0,9.63,13.3,3,3.59,3.0,False,100,0
961,MA,97,408,No,No,0,217.6,81.0,36.99,320.5,51.0,27.24,150.7,110.0,6.78,4.2,3,1.13,0.0,False,100,0
962,NJ,107,415,No,No,0,212.1,95.0,36.06,150.1,88.0,12.76,219.8,111.0,9.89,7.7,2,2.08,3.0,False,100,0
963,MO,142,415,No,Yes,30,154.0,75.0,26.18,165.8,97.0,14.09,270.0,83.0,12.15,10.8,5,2.92,1.0,False,100,0
964,NY,9,408,No,Yes,31,193.8,130.0,32.95,202.6,98.0,17.22,191.2,102.0,8.6,13.3,2,3.59,1.0,False,100,0
965,AZ,73,415,No,No,0,175.4,130.0,29.82,248.1,105.0,21.09,122.4,85.0,5.51,12.2,4,3.29,0.0,False,100,0
966,NJ,48,510,No,Yes,22,152.0,63.0,25.84,258.8,131.0,22.0,263.2,109.0,11.84,15.7,5,4.24,2.0,True,100,1
967,WV,43,408,No,No,0,230.2,147.0,39.13,186.7,121.0,15.87,128.4,100.0,5.78,9.2,3,2.48,0.0,False,100,0
968,NM,122,408,No,Yes,33,174.9,103.0,29.73,248.2,105.0,21.1,164.6,116.0,7.41,13.5,3,3.65,1.0,True,100,1
969,SC,93,415,No,No,0,190.2,68.0,32.33,262.2,64.0,22.29,130.0,92.0,5.85,8.8,4,2.38,0.0,False,100,0
970,VT,85,415,No,No,0,176.4,122.0,29.99,224.9,123.0,19.12,219.6,50.0,9.88,11.5,1,3.11,1.0,False,100,0
971,TN,59,415,No,No,0,160.9,95.0,27.35,251.2,65.0,21.35,273.4,97.0,12.3,5.0,5,1.35,3.0,False,100,0
972,LA,87,415,No,No,0,228.7,90.0,38.88,163.0,99.0,13.86,154.1,90.0,6.93,11.8,3,3.19,1.0,False,100,0
973,OH,137,408,No,No,0,144.0,90.0,24.48,181.6,100.0,15.44,128.1,93.0,5.76,12.3,2,3.32,0.0,False,100,0
974,OR,21,510,No,Yes,31,135.9,90.0,23.1,271.0,84.0,23.04,179.1,89.0,8.06,9.5,7,2.57,6.0,False,100,0
975,DE,129,510,No,No,0,334.3,118.0,56.83,192.1,104.0,16.33,191.0,83.0,8.59,10.4,6,2.81,0.0,True,100,1
976,KY,104,415,No,No,0,130.5,77.0,22.19,131.2,117.0,11.15,264.7,63.0,11.91,13.0,6,3.51,0.0,False,100,0
977,GA,93,408,No,Yes,21,134.2,105.0,22.81,162.5,128.0,13.81,186.6,90.0,8.4,11.8,2,3.19,4.0,True,100,1
978,VT,63,415,No,No,0,278.0,102.0,47.26,266.4,114.0,22.64,224.1,118.0,10.08,13.1,4,3.54,4.0,True,100,1
979,OR,161,415,No,No,0,105.4,70.0,17.92,214.8,122.0,18.26,223.6,126.0,10.06,7.8,5,2.11,0.0,False,100,0
980,TX,50,510,No,No,0,188.9,94.0,32.11,203.9,104.0,17.33,151.8,124.0,6.83,11.6,8,3.13,3.0,False,100,0
981,MO,103,408,No,Yes,24,111.8,85.0,19.01,239.6,102.0,20.37,268.3,81.0,12.07,6.9,4,1.86,1.0,False,100,0
982,ND,84,415,No,Yes,33,159.1,106.0,27.05,149.8,101.0,12.73,213.4,108.0,9.6,13.0,18,3.51,1.0,False,100,0
983,MN,92,510,No,No,0,212.4,105.0,36.11,224.6,118.0,19.09,221.3,105.0,9.96,9.0,4,2.43,1.0,False,100,0
984,NV,77,415,No,No,0,142.3,112.0,24.19,306.3,111.0,26.04,196.5,82.0,8.84,9.9,1,2.67,1.0,False,100,0
985,NY,64,415,Yes,No,0,346.8,55.0,58.96,249.5,79.0,21.21,275.4,102.0,12.39,13.3,9,3.59,1.0,True,100,1
986,FL,159,415,No,Yes,15,113.9,102.0,19.36,145.3,146.0,12.35,195.2,137.0,8.78,11.8,9,3.19,1.0,False,100,0
987,KS,110,415,Yes,Yes,27,267.9,103.0,45.54,263.3,74.0,22.38,178.1,106.0,8.01,8.3,2,2.24,1.0,True,100,1
988,NV,138,510,No,No,0,171.4,117.0,29.14,115.2,128.0,9.79,224.5,115.0,10.1,17.0,4,4.59,3.0,False,100,0
989,NV,178,408,No,No,0,275.4,150.0,46.82,187.5,62.0,15.94,147.1,126.0,6.62,13.6,3,3.67,1.0,False,100,0
990,SC,38,415,No,Yes,31,197.2,118.0,33.52,249.9,70.0,21.24,298.9,104.0,13.45,3.9,2,1.05,0.0,False,100,0
991,MI,50,415,No,Yes,35,192.6,97.0,32.74,135.2,101.0,11.49,216.2,101.0,9.73,7.9,2,2.13,2.0,False,100,0
992,MI,45,510,No,Yes,26,91.7,104.0,15.59,150.6,119.0,12.8,63.3,103.0,2.85,7.7,5,2.08,1.0,False,100,0
993,TN,70,510,No,No,0,126.3,99.0,21.47,141.6,106.0,12.04,255.9,96.0,11.52,9.6,2,2.59,0.0,False,100,0
994,NY,147,510,No,Yes,33,251.5,107.0,42.76,234.1,110.0,19.9,213.4,87.0,9.6,10.4,6,2.81,3.0,False,100,0
995,NV,94,510,No,No,0,190.6,108.0,32.4,152.3,95.0,12.95,144.7,97.0,6.51,7.5,5,2.03,1.0,False,100,0
996,IL,179,510,No,No,0,116.1,101.0,19.74,201.8,99.0,17.15,181.9,103.0,8.19,11.6,5,3.13,0.0,False,100,0
997,MS,116,415,No,No,0,217.3,91.0,36.94,216.1,95.0,18.37,148.1,76.0,6.66,11.3,3,3.05,2.0,False,100,0
998,ND,59,510,No,No,0,179.4,80.0,30.5,232.5,99.0,19.76,175.8,105.0,7.91,14.7,3,3.97,0.0,False,100,0
999,NC,165,415,No,No,0,207.7,109.0,35.31,164.8,94.0,14.01,54.5,91.0,2.45,7.9,3,2.13,0.0,False,100,0
1000,MI,133,408,No,No,0,277.3,138.0,47.14,228.4,117.0,19.41,117.3,103.0,5.28,12.8,4,3.46,2.0,True,100,1
1001,TN,140,415,No,No,0,125.3,84.0,21.3,167.6,121.0,14.25,260.6,94.0,11.73,8.4,4,2.27,1.0,False,100,0
1002,VT,93,408,No,Yes,32,138.1,91.0,23.48,167.3,72.0,14.22,238.9,115.0,10.75,6.8,3,1.84,2.0,False,100,0
1003,OK,52,510,No,Yes,38,169.3,88.0,28.78,225.9,97.0,19.2,172.0,86.0,7.74,8.2,3,2.21,0.0,False,100,0
1004,DE,64,415,No,Yes,27,201.3,101.0,34.22,143.8,89.0,12.22,150.2,127.0,6.76,12.3,3,3.32,1.0,False,100,0
1005,ND,12,510,Yes,No,0,216.7,117.0,36.84,116.5,126.0,9.9,220.0,110.0,9.9,9.8,4,2.65,2.0,False,100,0
1006,OR,48,415,No,No,0,190.4,92.0,32.37,317.5,85.0,26.99,133.4,113.0,6.0,8.3,4,2.24,2.0,False,100,0
1007,NY,181,408,No,No,0,143.3,91.0,24.36,195.5,58.0,16.62,223.3,95.0,10.05,6.0,7,1.62,1.0,False,100,0
1008,MO,168,415,No,Yes,42,97.4,57.0,16.56,203.6,98.0,17.31,173.9,124.0,7.83,11.4,2,3.08,2.0,False,100,0
1009,FL,155,415,No,No,0,181.4,111.0,30.84,167.7,92.0,14.25,168.5,122.0,7.58,11.3,3,3.05,3.0,False,100,0
1010,ND,105,510,No,No,0,246.4,83.0,41.89,256.2,101.0,21.78,169.0,151.0,7.61,3.8,4,1.03,0.0,False,100,0
1011,NY,11,415,No,No,0,143.4,130.0,24.38,289.4,50.0,24.6,194.0,100.0,8.73,9.7,6,2.62,2.0,False,100,0
1012,ND,182,415,No,No,0,104.9,111.0,17.83,198.5,120.0,16.87,258.2,91.0,11.62,8.0,5,2.16,2.0,False,100,0
1013,NY,104,415,No,No,0,156.2,93.0,26.55,193.0,54.0,16.41,222.7,94.0,10.02,13.1,5,3.54,1.0,False,100,0
1014,OH,102,415,No,No,0,114.8,125.0,19.52,81.9,126.0,6.96,304.3,101.0,13.69,12.0,4,3.24,0.0,False,100,0
1015,AL,122,415,No,No,0,232.5,96.0,39.53,205.5,120.0,17.47,213.7,91.0,9.62,11.9,2,3.21,0.0,False,100,0
1016,SC,41,415,No,No,0,143.6,117.0,24.41,152.4,108.0,12.95,194.4,110.0,8.75,8.6,3,2.32,1.0,False,100,0
1017,GA,132,415,No,No,0,176.7,132.0,30.04,244.1,80.0,20.75,176.3,120.0,7.93,9.1,4,2.46,2.0,False,100,0
1018,WY,76,415,No,No,0,263.4,148.0,44.78,230.3,69.0,19.58,170.6,101.0,7.68,11.4,5,3.08,1.0,True,100,1
1019,WV,13,415,No,No,0,146.4,74.0,24.89,148.5,92.0,12.62,216.7,96.0,9.75,11.3,3,3.05,1.0,False,100,0
1020,HI,115,415,No,Yes,33,145.0,72.0,24.65,194.5,157.0,16.53,242.3,138.0,10.9,14.2,3,3.83,2.0,False,100,0
1021,WV,67,408,No,No,0,167.8,91.0,28.53,167.7,69.0,14.25,110.3,71.0,4.96,8.4,12,2.27,1.0,False,100,0
1022,LA,154,510,No,No,0,166.9,99.0,28.37,154.9,97.0,13.17,189.4,89.0,8.52,7.2,5,1.94,0.0,False,100,0
1023,AR,100,510,No,No,0,142.5,87.0,24.23,195.7,88.0,16.63,122.1,117.0,5.49,7.8,8,2.11,2.0,False,100,0
1024,AK,146,510,Yes,No,0,133.0,65.0,22.61,262.8,93.0,22.34,214.3,128.0,9.64,11.2,3,3.02,1.0,False,100,0
1025,DC,148,415,No,Yes,11,252.9,129.0,42.99,284.3,88.0,24.17,262.8,99.0,11.83,12.3,1,3.32,1.0,False,100,0
1026,AL,67,415,No,Yes,28,95.0,94.0,16.15,291.2,73.0,24.75,159.6,114.0,7.18,10.0,2,2.7,2.0,False,100,0
1027,UT,161,510,Yes,No,0,194.2,106.0,33.01,249.4,105.0,21.2,254.9,129.0,11.47,12.9,1,3.48,1.0,True,100,1
1028,KS,70,415,No,No,0,222.8,114.0,37.88,215.9,113.0,18.35,223.5,122.0,10.06,0.0,0,0.0,1.0,False,100,0
1029,MN,116,510,No,No,0,201.8,82.0,34.31,231.5,95.0,19.68,226.1,130.0,10.17,16.5,5,4.46,0.0,False,100,0
1030,VA,99,415,No,Yes,42,216.0,125.0,36.72,232.3,104.0,19.75,215.5,100.0,9.7,9.3,4,2.51,2.0,True,100,1
1031,UT,87,415,No,No,0,146.3,108.0,24.87,171.8,102.0,14.6,167.5,66.0,7.54,5.3,9,1.43,1.0,False,100,0
1032,IN,87,510,No,No,0,234.8,85.0,39.92,140.9,91.0,11.98,204.3,93.0,9.19,9.5,5,2.57,1.0,False,100,0
1033,CT,70,408,No,No,0,198.6,111.0,33.76,213.9,115.0,18.18,171.2,105.0,7.7,10.6,6,2.86,2.0,False,100,0
1034,DE,131,408,No,No,0,94.4,80.0,16.05,215.1,101.0,18.28,179.7,108.0,8.09,13.1,9,3.54,2.0,False,100,0
1035,VT,119,510,No,No,0,190.4,74.0,32.37,215.6,113.0,18.33,161.2,111.0,7.25,10.0,1,2.7,2.0,False,100,0
1036,MO,119,408,No,Yes,32,142.6,77.0,24.24,208.2,126.0,17.7,171.0,102.0,7.69,12.0,2,3.24,3.0,False,100,0
1037,RI,87,510,Yes,No,0,134.2,80.0,22.81,165.0,71.0,14.03,173.1,102.0,7.79,10.7,5,2.89,0.0,False,100,0
1038,CA,112,415,No,No,0,111.9,92.0,19.02,114.0,143.0,9.69,146.8,79.0,6.61,14.1,3,3.81,5.0,True,100,1
1039,RI,75,415,No,No,0,122.8,89.0,20.88,211.3,104.0,17.96,261.4,91.0,11.76,10.7,2,2.89,2.0,False,100,0
1040,CT,150,510,No,No,0,189.3,77.0,32.18,220.9,105.0,18.78,238.7,117.0,10.74,9.2,5,2.48,4.0,False,100,0
1041,IN,161,510,No,Yes,38,240.4,112.0,40.87,201.8,102.0,17.15,206.1,112.0,9.27,16.1,6,4.35,0.0,False,100,0
1042,FL,91,510,Yes,Yes,24,93.5,112.0,15.9,183.4,128.0,15.59,240.7,133.0,10.83,9.9,3,2.67,0.0,False,100,0
1043,KS,124,415,No,No,0,158.6,104.0,26.96,211.2,77.0,17.95,179.3,104.0,8.07,10.2,8,2.75,3.0,False,100,0
1044,NY,94,510,Yes,No,0,243.2,109.0,41.34,147.0,88.0,12.5,94.9,99.0,4.27,7.2,4,1.94,4.0,False,100,0
1045,TX,217,408,No,No,0,176.4,115.0,29.99,158.8,128.0,13.5,306.6,107.0,13.8,9.3,3,2.51,4.0,False,100,0
1046,RI,158,510,No,No,0,220.9,129.0,37.55,242.2,108.0,20.59,233.3,75.0,10.5,6.4,5,1.73,0.0,False,100,0
1047,NV,102,415,No,No,0,144.4,87.0,24.55,266.5,128.0,22.65,217.6,59.0,9.79,7.1,7,1.92,0.0,False,100,0
1048,UT,85,510,No,No,0,212.3,107.0,36.09,228.4,103.0,19.41,163.3,116.0,7.35,7.7,3,2.08,0.0,False,100,0
1049,OK,79,510,No,No,0,147.0,72.0,24.99,165.7,102.0,14.08,243.2,107.0,10.94,8.4,9,2.27,1.0,False,100,0
1050,MN,139,510,No,Yes,25,96.2,112.0,16.35,178.9,70.0,15.21,182.1,84.0,8.19,12.9,10,3.48,2.0,False,100,0
1051,NC,103,415,No,No,0,263.4,118.0,44.78,179.1,69.0,15.22,214.7,112.0,9.66,10.3,2,2.78,0.0,False,100,0
1052,OR,98,415,Yes,No,0,12.5,67.0,2.13,256.6,90.0,21.81,169.4,88.0,7.62,7.7,9,2.08,1.0,False,100,0
1053,NH,78,408,No,No,0,162.3,116.0,27.59,192.4,86.0,16.35,240.6,100.0,10.83,10.1,3,2.73,2.0,False,100,0
1054,AK,50,408,No,No,0,183.6,107.0,31.21,58.6,118.0,4.98,202.6,99.0,9.12,8.7,3,2.35,1.0,False,100,0
1055,OR,161,415,No,No,0,178.1,109.0,30.28,146.5,86.0,12.45,137.6,78.0,6.19,8.5,2,2.3,1.0,False,100,0
1056,KS,67,408,No,No,0,201.4,101.0,34.24,97.6,122.0,8.3,202.5,119.0,9.11,7.0,3,1.89,0.0,False,100,0
1057,WV,86,415,No,Yes,38,123.0,158.0,20.91,133.9,119.0,11.38,138.2,103.0,6.22,13.3,4,3.59,1.0,False,100,0
1058,GA,92,510,No,No,0,208.0,125.0,35.36,198.9,76.0,16.91,76.4,97.0,3.44,8.6,6,2.32,0.0,False,100,0
1059,NM,174,415,No,No,0,239.2,72.0,40.66,188.5,124.0,16.02,105.6,116.0,4.75,8.8,3,2.38,1.0,False,100,0
1060,OH,124,510,No,No,0,193.0,97.0,32.81,89.8,99.0,7.63,172.8,104.0,7.78,15.3,3,4.13,1.0,False,100,0
1061,ND,132,415,No,Yes,31,174.5,101.0,29.67,245.6,105.0,20.88,172.8,76.0,7.78,10.3,9,2.78,1.0,False,100,0
1062,RI,190,415,No,Yes,26,116.7,71.0,19.84,145.9,88.0,12.4,175.1,103.0,7.88,9.9,3,2.67,1.0,False,100,0
1063,HI,101,510,No,No,0,93.8,127.0,15.95,150.0,104.0,12.75,241.1,116.0,10.85,10.7,2,2.89,1.0,False,100,0
1064,WY,185,415,Yes,Yes,30,154.1,114.0,26.2,118.7,106.0,10.09,258.4,105.0,11.63,12.9,3,3.48,2.0,False,100,0
1065,NY,68,415,No,Yes,29,239.5,82.0,40.72,203.8,105.0,17.32,167.8,70.0,7.55,9.9,6,2.67,0.0,False,100,0
1066,KS,117,510,No,Yes,25,216.0,140.0,36.72,224.1,69.0,19.05,267.9,112.0,12.06,11.8,4,3.19,0.0,False,100,0
1067,LA,118,408,No,No,0,187.4,97.0,31.86,177.8,89.0,15.11,233.4,97.0,10.5,12.2,6,3.29,1.0,False,100,0
1068,PA,124,415,No,No,0,167.4,119.0,28.46,233.2,143.0,19.82,109.6,115.0,4.93,10.3,5,2.78,0.0,False,100,0
1069,NV,22,510,No,No,0,160.4,108.0,27.27,218.1,88.0,18.54,192.9,115.0,8.68,12.5,4,3.38,1.0,False,100,0
1070,MN,75,415,No,No,0,143.2,92.0,24.34,209.1,142.0,17.77,173.0,96.0,7.79,11.9,9,3.21,1.0,False,100,0
1071,PA,134,408,No,No,0,205.3,122.0,34.9,240.5,155.0,20.44,179.1,107.0,8.06,5.0,9,1.35,1.0,False,100,0
1072,MO,164,408,No,Yes,25,219.1,88.0,37.25,151.5,99.0,12.88,50.1,60.0,2.25,14.3,6,3.86,1.0,False,100,0
1073,NY,44,510,No,No,0,143.2,77.0,24.34,169.8,114.0,14.43,215.8,77.0,9.71,7.6,4,2.05,1.0,False,100,0
1074,ME,177,415,No,No,0,232.8,106.0,39.58,175.2,97.0,14.89,212.2,77.0,9.55,12.5,7,3.38,2.0,False,100,0
1075,NH,110,408,No,No,0,162.0,81.0,27.54,247.5,89.0,21.04,155.5,99.0,7.0,8.9,8,2.4,0.0,False,100,0
1076,WY,53,415,No,Yes,27,25.9,119.0,4.4,206.5,96.0,17.55,228.1,64.0,10.26,6.5,7,1.76,1.0,False,100,0
1077,NY,108,415,No,No,0,154.2,123.0,26.21,112.3,86.0,9.55,246.4,75.0,11.09,15.4,4,4.16,4.0,True,100,1
1078,ME,80,408,No,No,0,322.3,113.0,54.79,222.0,95.0,18.87,162.8,123.0,7.33,6.7,8,1.81,0.0,True,100,1
1079,MN,158,408,No,No,0,209.9,112.0,35.68,221.3,82.0,18.81,210.0,93.0,9.45,8.2,3,2.21,1.0,False,100,0
1080,OH,114,415,No,No,0,191.5,88.0,32.56,175.2,78.0,14.89,220.3,118.0,9.91,0.0,0,0.0,0.0,False,100,0
1081,NC,64,408,No,Yes,19,291.1,150.0,49.49,226.7,123.0,19.27,219.1,67.0,9.86,7.5,2,2.03,1.0,False,100,0
1082,SD,88,415,No,No,0,215.6,115.0,36.65,216.2,85.0,18.38,171.3,65.0,7.71,11.8,1,3.19,3.0,False,100,0
1083,UT,82,510,Yes,No,0,208.8,101.0,35.5,213.7,87.0,18.16,175.1,86.0,7.88,12.4,6,3.35,3.0,False,100,0
1084,KY,111,415,No,No,0,255.9,97.0,43.5,204.1,129.0,17.35,171.3,84.0,7.71,12.3,5,3.32,3.0,False,100,0
1085,MT,60,408,No,No,0,252.7,97.0,42.96,221.1,121.0,18.79,109.9,100.0,4.95,12.4,4,3.35,2.0,False,100,0
1086,NJ,113,408,No,No,0,132.1,72.0,22.46,247.5,107.0,21.04,246.2,123.0,11.08,6.9,6,1.86,3.0,False,100,0
1087,FL,109,408,No,No,0,217.0,115.0,36.89,207.0,142.0,17.6,268.0,106.0,12.06,8.2,4,2.21,1.0,False,100,0
1088,IN,105,510,No,Yes,42,101.9,79.0,17.32,223.1,97.0,18.96,241.6,77.0,10.87,12.9,2,3.48,0.0,False,100,0
1089,DE,85,510,No,No,0,211.5,100.0,35.96,184.6,88.0,15.69,164.3,131.0,7.39,13.3,4,3.59,2.0,False,100,0
1090,AL,131,510,No,No,0,153.4,86.0,26.08,198.5,81.0,16.87,164.4,83.0,7.4,10.4,3,2.81,0.0,False,100,0
1091,ME,59,510,No,No,0,166.3,95.0,28.27,239.3,87.0,20.34,123.2,108.0,5.54,10.0,3,2.7,2.0,False,100,0
1092,SD,148,408,No,No,0,185.2,87.0,31.48,170.4,96.0,14.48,165.1,104.0,7.43,9.5,13,2.57,1.0,False,100,0
1093,VA,210,408,No,No,0,104.6,121.0,17.78,149.5,71.0,12.71,255.1,67.0,11.48,6.5,8,1.76,2.0,False,100,0
1094,AK,115,415,No,No,0,245.2,105.0,41.68,159.0,109.0,13.52,229.9,74.0,10.35,7.2,8,1.94,0.0,False,100,0
1095,ID,106,510,No,No,0,274.4,120.0,46.65,198.6,82.0,16.88,160.8,62.0,7.24,6.0,3,1.62,1.0,False,100,0
1096,RI,93,415,No,No,0,98.4,78.0,16.73,249.6,129.0,21.22,248.2,114.0,11.17,14.2,4,3.83,1.0,False,100,0
1097,KY,57,415,No,Yes,29,279.9,121.0,47.58,223.1,109.0,18.96,251.7,94.0,11.33,13.0,2,3.51,1.0,False,100,0
1098,ND,98,510,No,No,0,187.2,127.0,31.82,195.6,88.0,16.63,181.8,129.0,8.18,5.1,4,1.38,1.0,False,100,0
1099,HI,157,415,No,No,0,276.2,95.0,46.95,165.8,119.0,14.09,151.6,79.0,6.82,2.2,4,0.59,3.0,False,100,0
1100,WI,116,415,No,Yes,35,200.4,104.0,34.07,272.8,89.0,23.19,214.5,100.0,9.65,8.3,4,2.24,1.0,False,100,0
